,scale,background,sld,sld_solvent,radius_polar,radius_polar_pd,radius_polar_pd_n,radius_polar_pd_nsigma,radius_equatorial,radius_equatorial_pd,radius_equatorial_pd_n,radius_equatorial_pd_nsigma,theta,theta_pd,theta_pd_n,theta_pd_nsigma,phi,phi_pd,phi_pd_n,phi_pd_nsigma,up_frac_i,up_frac_f,up_angle,sld_M0,sld_mtheta,sld_mphi,sld_solvent_M0,sld_solvent_mtheta,sld_solvent_mphi,radius_polar_pd_type,radius_equatorial_pd_type,theta_pd_type,phi_pd_type
37,0.35472372153903253,0.0003570390056548013,0.41080620909175414,,962.3594570429799,0.07863272166801001,35.0,3.0,617.7616147232227,0.02465543571026725,35.0,3.0,60,0.029338345982281223,35.0,3.0,60,0.04503348137035508,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,schulz,rectangle,uniform
38,0.3628948118634232,0.0007805920798385816,3.173774722118043,,962.3594570429799,0.0950814530893768,35.0,3.0,30.71394173510747,0.02239492614624008,35.0,3.0,60,0.006413107572914756,35.0,3.0,60,0.13205156402143547,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,rectangle,schulz,rectangle
39,0.37426101487506414,0.00039364954433217096,6.9929350705068885,,962.3594570429799,0.16117219366854987,35.0,3.0,821.1709784171481,0.06801579948730606,35.0,3.0,60,0.1372403533399541,35.0,3.0,60,0.06618310849953245,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,schulz,gaussian,gaussian
40,0.858438465351868,0.00033310885153431765,10.916586209109987,,962.3594570429799,0.08609644986490089,35.0,3.0,764.1163158975492,0.009748472296785283,35.0,3.0,60,0.04256200262221817,35.0,3.0,60,0.17701307715560433,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,schulz,gaussian,lognormal
41,0.6330516010583686,0.00040311462694659397,2.694824682585597,,962.3594570429799,0.024272751009756833,35.0,3.0,749.9545718016401,0.03855388059184955,35.0,3.0,60,0.020572024347697938,35.0,3.0,60,0.08514751951956608,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,uniform,lognormal,rectangle
42,0.6145957127954992,9.016412068231952e-05,9.058609906314377,,962.3594570429799,0.0837885588554507,35.0,3.0,624.3815536095611,0.06636068810044418,35.0,3.0,60,0.11108766101733708,35.0,3.0,60,0.19844422084939858,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,rectangle,rectangle,schulz
43,0.804882668883971,0.0005084477693896111,13.437533269725234,,962.3594570429799,0.07659107201399284,35.0,3.0,631.855116592265,0.15784348345946542,35.0,3.0,60,0.0570852298588036,35.0,3.0,60,0.06303035881284817,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,lognormal,rectangle,uniform
44,0.07726507869456323,0.00018601493274129,3.584980524649917,,962.3594570429799,0.14879504602813856,35.0,3.0,811.7436569941021,0.09591181645896735,35.0,3.0,60,0.18950828498849703,35.0,3.0,60,0.03368191715194837,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,rectangle,uniform,gaussian
45,0.11444345280903734,0.00027123108178388607,0.8799476169227904,,962.3594570429799,0.0009403041100026322,35.0,3.0,487.7687292132743,0.10022814832049798,35.0,3.0,60,0.18443762554840923,35.0,3.0,60,0.18712008064272748,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,lognormal,schulz,rectangle
46,0.3616674234319839,0.0005292540179047417,4.66367017321369,,962.3594570429799,0.08524448243227539,35.0,3.0,185.52744265010935,0.13255504489048311,35.0,3.0,60,0.0809054644962348,35.0,3.0,60,0.15980759941539774,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,gaussian,schulz,schulz
47,0.1424453659922268,0.0008841974387118178,3.3044744387746343,,962.3594570429799,0.01069262315799302,35.0,3.0,881.8155005582652,0.027545433685834245,35.0,3.0,60,0.16961094840246224,35.0,3.0,60,0.1952244472119411,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,uniform,uniform,schulz
48,0.5822216755786142,0.0005089391272843889,9.311857509453231,,962.3594570429799,0.17937406033864767,35.0,3.0,71.9551165551264,0.052202113383342665,35.0,3.0,60,0.11509071536637468,35.0,3.0,60,0.07591291117077943,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,schulz,schulz,lognormal
49,0.26145322695335094,0.0009857796113592434,10.357420580707593,,962.3594570429799,0.15535997674691782,35.0,3.0,81.1542372789502,0.15545739009197704,35.0,3.0,60,0.0754065733653002,35.0,3.0,60,0.03830536620468586,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,uniform,uniform,uniform
50,0.8951685088111555,7.562693888000908e-05,13.4108201287061,,962.3594570429799,0.009503230494009564,35.0,3.0,755.7486561105694,0.12211003845041682,35.0,3.0,60,0.03582201424416336,35.0,3.0,60,0.07837483082359896,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,rectangle,schulz,lognormal
51,0.034736504490352704,0.0007612719316202542,11.487539771683482,,962.3594570429799,0.029381321973179598,35.0,3.0,400.67759665462916,0.19937629736389675,35.0,3.0,60,0.09714808843800847,35.0,3.0,60,0.10320762843405039,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,schulz,rectangle,gaussian
52,0.22456931339581332,0.0002975790217206026,11.105422430566051,,962.3594570429799,0.07657216228242221,35.0,3.0,589.1144147695142,0.022291958348589526,35.0,3.0,60,0.0879807540219143,35.0,3.0,60,0.08406070193174214,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,lognormal,schulz,lognormal
53,0.1943772765013706,0.0006314297830624856,1.1975121785203817,,962.3594570429799,0.10697217845447222,35.0,3.0,163.16759463072148,0.14492831719649152,35.0,3.0,60,0.15114707926637055,35.0,3.0,60,0.14217643283479067,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,gaussian,gaussian,gaussian
54,0.7032390198473488,0.00043977155154848927,14.472630581681019,,962.3594570429799,0.17498787574347371,35.0,3.0,358.7617028945786,0.154558431236497,35.0,3.0,60,0.16610597273552247,35.0,3.0,60,0.04682727482529021,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,gaussian,uniform,uniform
55,0.7371713818713871,0.00031241932886548886,9.545761147903704,,962.3594570429799,0.08027762796552107,35.0,3.0,343.3772001633467,0.10206750679688913,35.0,3.0,60,0.13361266169620076,35.0,3.0,60,0.14151321955247506,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,rectangle,gaussian,uniform
56,0.7106394233701461,0.0005042087357819074,5.224711077030029,,962.3594570429799,0.04364251202009102,35.0,3.0,531.3526634552595,0.09576484102385477,35.0,3.0,60,0.18197226207452027,35.0,3.0,60,0.007124599820934718,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,rectangle,schulz,gaussian
57,0.2209854958552706,0.0007899824854589877,2.1336067911129506,,962.3594570429799,0.021721782942158697,35.0,3.0,631.282966025415,0.11810002874809977,35.0,3.0,60,0.07662955896197915,35.0,3.0,60,0.10475327755855922,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,rectangle,lognormal,lognormal
58,0.42684675907490854,0.000773441560420545,12.609463203703468,,962.3594570429799,0.1570675771093168,35.0,3.0,406.9430954461798,0.1690104857164706,35.0,3.0,60,0.030610131832150247,35.0,3.0,60,0.06413429111631101,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,uniform,uniform,schulz
59,0.8541497255559891,0.0006707699037287327,2.9949609150026513,,962.3594570429799,0.05678041671229517,35.0,3.0,242.57477847687235,0.07466624565709405,35.0,3.0,60,0.048729172955452496,35.0,3.0,60,0.0762247643450259,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,rectangle,schulz,rectangle
60,0.523164143358891,0.0009677890526745745,13.649595073359485,,962.3594570429799,0.18726607536867942,35.0,3.0,890.641697752027,0.13704473425566197,35.0,3.0,60,0.08859449961813169,35.0,3.0,60,0.19305473031427212,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,uniform,lognormal,gaussian
61,0.9809397040999739,0.0006073397474598168,0.40453234162617424,,962.3594570429799,0.04457070272538715,35.0,3.0,802.4730094686969,0.02655024541656279,35.0,3.0,60,0.036619658685773104,35.0,3.0,60,0.18587335200745866,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,gaussian,lognormal,gaussian
62,0.4744453565616348,0.0006689208292311748,6.663803597818694,,962.3594570429799,0.15840147776823243,35.0,3.0,819.8512239645695,0.1105078765637339,35.0,3.0,60,0.14313194892432846,35.0,3.0,60,0.01936106114133436,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,schulz,schulz,uniform
63,0.9500154682753952,5.8310955503353396e-05,6.690512028039998,,962.3594570429799,0.15235586834520287,35.0,3.0,680.7150825021596,0.05659106127949896,35.0,3.0,60,0.13130182711759925,35.0,3.0,60,0.08463024911364168,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,uniform,gaussian,lognormal
64,0.8561047900796801,0.0009882933005906207,9.021389925100385,,962.3594570429799,0.022436752398459436,35.0,3.0,599.9005635472369,0.011839709285417,35.0,3.0,60,0.003485828944749181,35.0,3.0,60,0.04521330884934552,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,lognormal,schulz,lognormal
65,0.44364481006164613,0.0002979365597754355,0.2759047853943264,,962.3594570429799,0.0036380653088178283,35.0,3.0,655.6000476372383,0.07420894237340261,35.0,3.0,60,0.1673198656627785,35.0,3.0,60,0.08340246063775239,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,uniform,lognormal,gaussian
66,0.8804235404343516,0.000366432457502837,14.005120883888416,,962.3594570429799,0.1226147863803943,35.0,3.0,388.66755300905527,0.09885778962127384,35.0,3.0,60,0.026067427264464007,35.0,3.0,60,0.0635973791383816,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,rectangle,uniform,lognormal
67,0.2992625144881361,0.0008840106350994565,11.295900322703242,,962.3594570429799,0.11813100616536852,35.0,3.0,454.3445193604095,0.03567150578130653,35.0,3.0,60,0.01766747632796828,35.0,3.0,60,0.17307110658691882,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,lognormal,schulz,gaussian
68,0.6645725975739241,0.0007758417501689531,1.951535735151363,,962.3594570429799,0.13067874117507178,35.0,3.0,514.1626970587254,0.05597566415851976,35.0,3.0,60,0.19317989704969882,35.0,3.0,60,0.06144273801219671,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,rectangle,uniform,schulz
69,0.2037003796279987,0.0007074022264574245,3.949469788006273,,962.3594570429799,0.16898842371951112,35.0,3.0,480.14586328896,0.19432516981973358,35.0,3.0,60,0.1647036947677901,35.0,3.0,60,0.12156911151106412,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,gaussian,rectangle,gaussian
70,0.741495400983534,3.938560833155061e-05,2.1078459827310523,,962.3594570429799,0.09201391348719674,35.0,3.0,529.7505500648731,0.1910437078141263,35.0,3.0,60,0.15436268935191746,35.0,3.0,60,0.0016867294970694504,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,uniform,schulz,schulz
71,0.1887305633099935,0.0005826309568388457,14.934574537505066,,962.3594570429799,0.06251255735249177,35.0,3.0,542.8344000265886,0.03557085132529547,35.0,3.0,60,0.07474175604067977,35.0,3.0,60,0.10470895736900727,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,uniform,uniform,rectangle
72,0.4924626165816133,4.17487569106613e-06,7.0098485883867285,,962.3594570429799,0.08282591830532392,35.0,3.0,525.0143542647153,0.07371466369830422,35.0,3.0,60,0.08584011971840244,35.0,3.0,60,0.19140229644363785,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,uniform,uniform,schulz
73,0.8845994991328,0.0004300098758281789,4.903325613418772,,962.3594570429799,0.12421398585715143,35.0,3.0,166.35318138434297,0.007467616178057046,35.0,3.0,60,0.09979355251286998,35.0,3.0,60,0.049550700034445866,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,rectangle,schulz,uniform
74,0.07711232413454783,0.0004967049967422996,13.055947392068559,,962.3594570429799,0.03983806289491727,35.0,3.0,452.65605365161224,0.17182599137799293,35.0,3.0,60,0.16553252417503017,35.0,3.0,60,0.17369388046292755,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,rectangle,uniform,schulz
75,0.7566198484036558,0.0006953944897546525,5.0947538118430895,,962.3594570429799,0.02213497552805881,35.0,3.0,106.40322668369724,0.16502285477684886,35.0,3.0,60,0.11310106770675331,35.0,3.0,60,0.1644253537144182,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,lognormal,gaussian,schulz
76,0.14614034979253243,0.0005109453123792882,1.0229966564825144,,962.3594570429799,0.05523270784344408,35.0,3.0,759.0713461477967,0.13441485641000336,35.0,3.0,60,0.1610156747426054,35.0,3.0,60,0.10355674268023199,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,lognormal,rectangle,rectangle
