,scale,background,radius,radius_pd,radius_pd_n,radius_pd_nsigma,thickness,thickness_pd,thickness_pd_n,thickness_pd_nsigma,length,length_pd,length_pd_n,length_pd_nsigma,sld,sld_solvent,theta,theta_pd,theta_pd_n,theta_pd_nsigma,phi,phi_pd,phi_pd_n,phi_pd_nsigma,up_frac_i,up_frac_f,up_angle,sld_M0,sld_mtheta,sld_mphi,sld_solvent_M0,sld_solvent_mtheta,sld_solvent_mphi,radius_pd_type,thickness_pd_type,length_pd_type,theta_pd_type,phi_pd_type
10,0.09607726481273338,0.0009874358324281,212.04511013792256,0.13735096247439363,35.0,3.0,20.63831458676842,0.020389460310517027,35.0,3.0,379.9919368720475,0.2583231995634749,35.0,3.0,13.687900442505281,0,90,0.16967313822467453,35.0,3.0,0,0.07981472374714388,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,schulz,uniform,schulz,rectangle
11,0.6104421138518843,0.0006460921548607908,212.04511013792256,0.06079120307530268,35.0,3.0,184.85523599857632,0.04649879673599793,35.0,3.0,406.12846357405107,0.2978714049171656,35.0,3.0,14.506580342227378,0,90,0.036303839415661954,35.0,3.0,0,0.09077558682253006,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,schulz,lognormal,uniform,uniform
12,0.7437906253346027,0.0007541217256295659,212.04511013792256,0.05725420250144131,35.0,3.0,110.77276631539243,0.0601721698625922,35.0,3.0,371.44436255148133,0.43002814749348345,35.0,3.0,19.701059289504755,0,90,0.0916506829454062,35.0,3.0,0,0.13458791326260677,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,schulz,schulz,lognormal,rectangle
13,0.317746982938955,0.0007416597137161155,212.04511013792256,0.07388560066980954,35.0,3.0,106.37321274221986,0.10693525091881542,35.0,3.0,9.524794735616892,0.4565103608694771,35.0,3.0,9.734030708897837,0,90,0.08653530131787146,35.0,3.0,0,0.10905657952074665,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,uniform,rectangle,rectangle,schulz
14,0.6431372042021493,0.00040504489914329174,212.04511013792256,0.042952294109665015,35.0,3.0,130.29823913628377,0.17100832007633981,35.0,3.0,41.88535149896066,0.49765980074841937,35.0,3.0,18.46621917223661,0,90,0.19651060201993592,35.0,3.0,0,0.16133575528756228,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,rectangle,schulz,uniform,gaussian
15,0.5904299116360895,0.0009875585086236661,212.04511013792256,0.045754491627467656,35.0,3.0,93.1486826919029,0.16213408411193297,35.0,3.0,341.8957451576607,0.3748890929224744,35.0,3.0,13.715779530166138,0,90,0.13915660975701724,35.0,3.0,0,0.1332747577897448,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,rectangle,lognormal,lognormal,gaussian
16,0.3452120357003172,0.000667530104652735,212.04511013792256,0.05856029020900593,35.0,3.0,18.130556629498518,0.043259014842511295,35.0,3.0,254.64048862640465,0.4792037627621607,35.0,3.0,9.899154496921062,0,90,0.0470481463163454,35.0,3.0,0,0.1688310462909622,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,rectangle,schulz,schulz,schulz
17,0.5185906314054678,0.0009078597216103144,212.04511013792256,0.15136945224478937,35.0,3.0,56.86452679876922,0.12153179834648986,35.0,3.0,175.8933093267822,0.3813025878252882,35.0,3.0,19.683092507345936,0,90,0.02481873770888814,35.0,3.0,0,0.14817842847083904,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,lognormal,gaussian,uniform,schulz
18,0.4268968030038188,0.0007793279270980179,212.04511013792256,0.12420575647281876,35.0,3.0,133.0405903878893,0.18920378057761894,35.0,3.0,266.93514811473204,0.13309507119494762,35.0,3.0,4.467769093657573,0,90,0.14392798177756858,35.0,3.0,0,0.16738764587457816,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,schulz,rectangle,lognormal,lognormal
19,0.5574105387864328,0.0009214030091228446,212.04511013792256,0.16018779273360395,35.0,3.0,63.54624237679669,0.18917083799240458,35.0,3.0,365.73312891551035,0.20870919471202676,35.0,3.0,3.8958590143711795,0,90,0.14793307699877095,35.0,3.0,0,0.03618380122328744,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,uniform,schulz,uniform,rectangle
20,0.8905007620401644,0.00017370033438254663,212.04511013792256,0.022923649732191145,35.0,3.0,36.81478904921472,0.09065561523530266,35.0,3.0,14.419681497908186,0.20737085007646455,35.0,3.0,10.46672551217727,0,90,0.11883388205863779,35.0,3.0,0,0.07322623272477723,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,rectangle,uniform,schulz,lognormal
21,0.3501580990615466,1.4355733458872971e-05,212.04511013792256,0.15068454743088622,35.0,3.0,114.07594486653704,0.16991932348179545,35.0,3.0,255.21744899286875,0.2986908580689616,35.0,3.0,14.05355483607101,0,90,0.0121899278499922,35.0,3.0,0,0.08930792380017737,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,rectangle,uniform,lognormal,schulz
22,0.5782070827050455,0.0004145736862245739,212.04511013792256,0.19499544018886428,35.0,3.0,78.30695985253962,0.0015488800318675501,35.0,3.0,212.44969044205482,0.46648436680177524,35.0,3.0,6.176397651741003,0,90,0.0012388809576808547,35.0,3.0,0,0.19862955943290936,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,gaussian,schulz,gaussian,rectangle
23,0.24804587024321723,0.0005052601965455776,212.04511013792256,0.0026124531836701605,35.0,3.0,15.653003073543065,0.15592754106460832,35.0,3.0,291.28716881403966,0.44722481626467503,35.0,3.0,11.573755314677486,0,90,0.17709198617569222,35.0,3.0,0,0.15507714391353805,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,schulz,gaussian,uniform,gaussian
24,0.7383716754117096,0.00025083718760409975,212.04511013792256,0.07303332114476317,35.0,3.0,156.17856606223964,0.005289027406821867,35.0,3.0,117.67613171673118,0.15795791538274379,35.0,3.0,8.603898128781061,0,90,0.08890569967003975,35.0,3.0,0,0.06331171956234527,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,rectangle,uniform,gaussian,schulz
25,0.9186890781411616,0.0003570896091226723,212.04511013792256,0.04374540145434187,35.0,3.0,35.88828107013247,0.19685244520693715,35.0,3.0,32.99537945203742,0.11117123844444293,35.0,3.0,19.059012494253427,0,90,0.13485781612341333,35.0,3.0,0,0.10479187934358852,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,uniform,gaussian,rectangle,rectangle
26,0.9586808095464975,0.000240914566323548,212.04511013792256,0.121944667369764,35.0,3.0,171.61987506282435,0.14037833541400174,35.0,3.0,174.09517107371659,0.10529872894868808,35.0,3.0,18.39247286965969,0,90,0.05142731485503127,35.0,3.0,0,0.19092880628670547,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,schulz,uniform,rectangle,uniform
27,0.20069847188676226,0.0008554478026277505,212.04511013792256,0.16065650911144752,35.0,3.0,60.900218712862376,0.1491862476941494,35.0,3.0,231.55396271974246,0.18794666242318148,35.0,3.0,4.559492992120522,0,90,0.18330511580559936,35.0,3.0,0,0.08090409555867795,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,schulz,gaussian,lognormal,gaussian
28,0.6171408916632406,6.235036831289247e-05,212.04511013792256,0.1088280621370237,35.0,3.0,51.37632254569939,0.03874343943797283,35.0,3.0,34.16711687922531,0.16110368385167523,35.0,3.0,12.939627952488692,0,90,0.035097727024175684,35.0,3.0,0,0.01729747863985458,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,lognormal,lognormal,lognormal,rectangle
29,0.7082018189113463,0.00045905877052330324,212.04511013792256,0.08986000022295536,35.0,3.0,110.77109182032679,0.09121863461756474,35.0,3.0,218.61038170941822,0.15492246266855697,35.0,3.0,12.762563367707635,0,90,0.12289445142147562,35.0,3.0,0,0.03870105280856462,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,uniform,lognormal,uniform,uniform
30,0.20407070862006216,0.0001410632891236911,212.04511013792256,0.12140493028916813,35.0,3.0,77.96317954814484,0.1723846303990142,35.0,3.0,222.5989926340462,0.35137403753239665,35.0,3.0,2.778312890056377,0,90,0.04211556351533963,35.0,3.0,0,0.09292597864505599,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,lognormal,gaussian,lognormal,rectangle
31,0.45550261537044867,0.00035498822737153624,212.04511013792256,0.13344683489361464,35.0,3.0,56.59709251885487,0.1577176404257833,35.0,3.0,216.7058113645823,0.34404004586328846,35.0,3.0,11.921503785803614,0,90,0.09431035663854939,35.0,3.0,0,0.03128722533907085,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,schulz,gaussian,uniform,rectangle
32,0.10228508255570135,0.00037319515640824665,212.04511013792256,0.13014926004551394,35.0,3.0,102.3387280204009,0.018568197221410787,35.0,3.0,324.640213708099,0.07391496296316707,35.0,3.0,5.253045168808668,0,90,0.12652192112142482,35.0,3.0,0,0.14763205800854334,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,uniform,rectangle,gaussian,rectangle
33,0.3651976880932841,0.00041044550848404134,212.04511013792256,0.10809392220304177,35.0,3.0,44.4476185781093,0.00012634037099992223,35.0,3.0,32.04842246183088,0.24796170246391674,35.0,3.0,8.376620311023023,0,90,0.0312641748498111,35.0,3.0,0,0.19498823180556826,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,gaussian,rectangle,schulz,rectangle
34,0.28264139525558973,0.0009301528287607515,212.04511013792256,0.1274918194900347,35.0,3.0,18.245838292312037,0.0916497496352418,35.0,3.0,338.1302354463195,0.24462832408151808,35.0,3.0,4.113790661894226,0,90,0.03243383179927175,35.0,3.0,0,0.1580100602528793,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,uniform,rectangle,uniform,uniform
35,0.6133791679414186,0.0005445645282031267,212.04511013792256,0.03812742672257694,35.0,3.0,146.4751383797735,0.02125541706010068,35.0,3.0,111.62815487276077,0.4679365505123791,35.0,3.0,12.631152514972571,0,90,0.1870319845971765,35.0,3.0,0,0.04980379293565991,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,rectangle,gaussian,rectangle,gaussian
36,0.2825074394142767,0.0009643200550251373,212.04511013792256,0.061088759379774586,35.0,3.0,72.03838951744999,0.038432585859097285,35.0,3.0,1.7583283395277167,0.13721490881525478,35.0,3.0,17.6274222597715,0,90,0.10112322290556908,35.0,3.0,0,0.07786383459240145,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,schulz,schulz,uniform,uniform
37,0.5284094024412962,0.00036210970327758276,212.04511013792256,0.08928733636227225,35.0,3.0,95.69736219462065,0.020293807280065936,35.0,3.0,15.47197856698236,0.47876520468637124,35.0,3.0,3.2136294209480667,0,90,0.0749219183764489,35.0,3.0,0,0.026507747427486475,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,gaussian,gaussian,schulz,gaussian
38,0.9780014708916615,0.0002538711652918877,212.04511013792256,0.15367913830021243,35.0,3.0,45.841714684373926,0.10043199047054419,35.0,3.0,341.58041043054476,0.37632681453658684,35.0,3.0,15.434393934736862,0,90,0.06320303347538947,35.0,3.0,0,0.0738596731522793,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,gaussian,rectangle,uniform,lognormal
39,0.1514613203502444,0.0006856153562850307,212.04511013792256,0.12122490251116727,35.0,3.0,161.2008085194318,0.1763880460604048,35.0,3.0,96.5786683143053,0.4516576061731975,35.0,3.0,6.128669119574187,0,90,0.024144029028128757,35.0,3.0,0,0.16706892140217766,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,gaussian,rectangle,gaussian,rectangle
40,0.9479881293596361,0.0005646011137129889,212.04511013792256,0.18080307464426582,35.0,3.0,159.456744423397,0.15996638357231818,35.0,3.0,77.45066217771881,0.48621627087271696,35.0,3.0,12.196278248103008,0,90,0.030189175115106638,35.0,3.0,0,0.0012679614446281517,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,rectangle,rectangle,schulz,gaussian
41,0.8181249537229849,7.801836846341244e-06,212.04511013792256,0.19377577991349654,35.0,3.0,153.84846071194644,0.1922294537852179,35.0,3.0,415.18795994503824,0.2428072759383098,35.0,3.0,7.644574626474755,0,90,0.10539826084192608,35.0,3.0,0,0.11799222202598088,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,schulz,rectangle,uniform,rectangle
42,0.009956042328309156,0.00042326020932409425,212.04511013792256,0.1514940427865985,35.0,3.0,81.12858072930509,0.1717441578926019,35.0,3.0,194.52037362013834,0.2873401166107984,35.0,3.0,4.737596685072442,0,90,0.047653552241608235,35.0,3.0,0,0.015027347507958045,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,schulz,rectangle,lognormal,lognormal
43,0.4025241340566489,0.0009638809294748264,212.04511013792256,0.18510917747288858,35.0,3.0,150.36703640760825,0.12154409831557977,35.0,3.0,329.04743517959906,0.09962954166904947,35.0,3.0,19.671139920672186,0,90,0.1303854177070351,35.0,3.0,0,0.17784377423147923,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,uniform,gaussian,gaussian,lognormal
44,0.6357304928194799,0.00011743156046241992,212.04511013792256,0.14439230681136117,35.0,3.0,58.561726167431175,0.1327236870832979,35.0,3.0,238.58118346641803,0.33669181306347057,35.0,3.0,15.283769920448933,0,90,0.11990519599675474,35.0,3.0,0,0.14500169838272567,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,uniform,uniform,rectangle,gaussian
45,0.2537962942215163,0.00013895879881548526,212.04511013792256,0.04511285532841883,35.0,3.0,92.46306426464305,0.15175700459719677,35.0,3.0,101.67873987853466,0.2991987479555525,35.0,3.0,14.519978569453608,0,90,0.07546867262106743,35.0,3.0,0,0.15088693513955265,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,schulz,uniform,lognormal,lognormal
46,0.08433009636787014,0.0005759140354786636,212.04511013792256,0.1359228776787572,35.0,3.0,114.23503229232887,0.010250501991387462,35.0,3.0,406.11388535046325,0.3486685144455846,35.0,3.0,10.553031643013277,0,90,0.0207233967973562,35.0,3.0,0,0.046282870091596644,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,gaussian,uniform,rectangle,lognormal
47,0.8364865058617763,0.00017055010819823062,212.04511013792256,0.16937899542146964,35.0,3.0,182.76830535538627,0.13331737006322644,35.0,3.0,135.26369693190304,0.290515844413687,35.0,3.0,9.098138992924042,0,90,0.0700294335894953,35.0,3.0,0,0.013646391334146602,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,gaussian,lognormal,uniform,schulz
48,0.2365777271562579,0.0007680917574682996,212.04511013792256,0.01693738716715856,35.0,3.0,99.35676158416605,0.19935956657913864,35.0,3.0,324.5965819597983,0.028226930858399668,35.0,3.0,2.2482433252695913,0,90,0.19667498310757336,35.0,3.0,0,0.1361781392550433,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,schulz,rectangle,lognormal,schulz
49,0.5127796683018973,0.0008610170111551554,212.04511013792256,0.13631137435428411,35.0,3.0,195.228894614006,0.11393722114808968,35.0,3.0,161.8120463070746,0.192705354079533,35.0,3.0,16.5927622400934,0,90,0.16087225706757535,35.0,3.0,0,0.16952179427580416,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,uniform,gaussian,schulz,gaussian
50,0.47064301398788144,0.0008953048570838746,212.04511013792256,0.09334049797433648,35.0,3.0,36.291595637786706,0.03262586133641703,35.0,3.0,241.968628492313,0.10047261740921559,35.0,3.0,13.05870527934977,0,90,0.11429795661970682,35.0,3.0,0,0.13362304533411237,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,rectangle,lognormal,lognormal,schulz
51,0.35957166710439736,0.0006831333371177839,212.04511013792256,0.18279355192346552,35.0,3.0,120.44895285208278,0.1624912189177308,35.0,3.0,176.03205601431998,0.0557058452257696,35.0,3.0,6.8246020351425205,0,90,0.0353575566089793,35.0,3.0,0,0.07374108862725637,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,lognormal,rectangle,uniform,gaussian
52,0.5310746559151766,7.52641297405767e-05,212.04511013792256,0.05539549691585269,35.0,3.0,83.49385601933497,0.17393142650937649,35.0,3.0,200.7606791841433,0.10594941750888476,35.0,3.0,8.34505376888945,0,90,0.17688318065346342,35.0,3.0,0,0.025338338370214132,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,schulz,lognormal,lognormal,uniform
53,0.43789510342053806,0.00038875295814558075,212.04511013792256,0.13799938948093468,35.0,3.0,191.53882917924838,0.19431183287206574,35.0,3.0,315.0438854298324,0.3339865661209335,35.0,3.0,17.331842058991498,0,90,0.15426492519721416,35.0,3.0,0,0.08197745962573291,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,uniform,rectangle,rectangle,uniform
54,0.3010353899661383,0.0009827823458956814,212.04511013792256,0.008673573209990116,35.0,3.0,11.672516675597166,0.08421750290326031,35.0,3.0,215.2956923147248,0.36813958233640437,35.0,3.0,10.204168426103237,0,90,0.06794985734668228,35.0,3.0,0,0.007104585123932594,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rectangle,lognormal,lognormal,lognormal,gaussian
55,0.8467304823129586,0.00039411023281230544,212.04511013792256,0.12437908189370638,35.0,3.0,158.9223289444981,0.14633751455325206,35.0,3.0,235.63072569769977,0.35030712318197005,35.0,3.0,4.060440631466093,0,90,0.15749344854259476,35.0,3.0,0,0.13354211507804056,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,lognormal,gaussian,rectangle,gaussian
56,0.48660476793452767,5.7596637656471105e-05,212.04511013792256,0.07892773174330268,35.0,3.0,104.50956709253735,0.1232668217378083,35.0,3.0,67.93931705435152,0.36197095277407576,35.0,3.0,6.235923315633249,0,90,0.09365493300195107,35.0,3.0,0,0.16467248580128316,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,lognormal,gaussian,gaussian,lognormal
57,0.2816854441360743,0.0005069088141470831,212.04511013792256,0.02158014482825097,35.0,3.0,92.32795062102886,0.1727281955005589,35.0,3.0,271.275948506535,0.1894450740131442,35.0,3.0,18.665271695328716,0,90,0.11328160297670127,35.0,3.0,0,0.10520329830016746,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,gaussian,schulz,lognormal,rectangle
58,0.37034811061789297,0.0007767842677155557,212.04511013792256,0.06521704598314713,35.0,3.0,26.191585312158722,0.11291718377467137,35.0,3.0,376.80545092597237,0.03796319593673009,35.0,3.0,5.511215359866304,0,90,0.14714617231828506,35.0,3.0,0,0.1918172567347107,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,uniform,uniform,lognormal,uniform
59,0.5199044596964115,0.0009190825921214559,212.04511013792256,0.006511759726197353,35.0,3.0,87.07261894870184,0.14184656860703215,35.0,3.0,93.66186135565479,0.21256358859528035,35.0,3.0,2.9453486186861406,0,90,0.005659143274184109,35.0,3.0,0,0.052217310212832206,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,gaussian,uniform,schulz,gaussian
60,0.43765849950910707,0.0005084718053803116,212.04511013792256,0.015737229755599304,35.0,3.0,184.03943280255032,0.012706936677393489,35.0,3.0,271.6669675329939,0.3058683499682439,35.0,3.0,16.831104595521943,0,90,0.1438918309031475,35.0,3.0,0,0.10827713340362462,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,gaussian,gaussian,rectangle,lognormal
61,0.6150570912089353,0.0005664163723550491,212.04511013792256,0.07700183661303461,35.0,3.0,17.917752939106006,0.14163636465598184,35.0,3.0,61.70119614299291,0.03736342193896386,35.0,3.0,2.6725131328104004,0,90,0.19575231149468844,35.0,3.0,0,0.09874964784950974,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaussian,uniform,rectangle,rectangle,gaussian
62,0.8840348110557911,0.0006355220515258654,212.04511013792256,0.12881451666803215,35.0,3.0,84.88025422545648,0.15029285057231279,35.0,3.0,187.09490242109834,0.011839445848946861,35.0,3.0,16.136367174266127,0,90,0.10328423433889336,35.0,3.0,0,0.025874794782359812,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,uniform,schulz,lognormal,lognormal
63,0.5281796437026228,0.0008217574555121072,212.04511013792256,0.13153415076703998,35.0,3.0,141.24844527970183,0.06472654620454703,35.0,3.0,23.985426531587844,0.004645842757275587,35.0,3.0,10.153243107413747,0,90,0.05208053517463767,35.0,3.0,0,0.10843519395967494,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schulz,uniform,uniform,gaussian,uniform
64,0.5911345208176066,0.0006683700678761927,212.04511013792256,0.07612733059049913,35.0,3.0,125.97393466582686,0.09516075678696759,35.0,3.0,351.9229350509578,0.12832752614841303,35.0,3.0,16.98778258133899,0,90,0.03767976422682682,35.0,3.0,0,0.1984853202828516,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lognormal,gaussian,schulz,uniform,lognormal
65,0.2604421071490248,0.0002361333273603129,212.04511013792256,0.032332197136537746,35.0,3.0,104.68371162776917,0.06273564827313804,35.0,3.0,404.01266308708057,0.18243021808807652,35.0,3.0,17.340595066681857,0,90,0.05681962585219105,35.0,3.0,0,0.08304680890345878,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uniform,lognormal,uniform,uniform,gaussian
